date,sales,price,customer_segment
2023-08-24,162,98.63570790661011,2
2023-08-25,367,85.50082778013407,1
2023-08-26,491,21.219641308294015,1
2023-08-27,101,92.87576943556351,1
2023-08-28,317,88.29067258559155,2
2023-08-29,344,56.69542514134649,4
2023-08-30,435,63.21478921704363,1
2023-08-31,436,45.910243348311724,2
2023-09-01,162,14.928547493982819,4
2023-09-02,150,40.16775174813108,1
2023-09-03,162,82.25681037382103,3
2023-09-04,489,10.416882070414257,4
2023-09-05,130,40.014925452202974,1
2023-09-06,236,45.8351824231849,4
2023-09-07,162,58.36560426441306,4
2023-09-08,51,92.78700547714844,4
2023-09-09,179,41.17113949293651,4
2023-09-10,269,41.22578817066049,4
2023-09-11,103,76.37511232987735,4
2023-09-12,392,50.69961468008265,1
2023-09-13,273,30.214434064598375,3
2023-09-14,274,50.7195564519424,2
2023-09-15,434,22.677131834181985,4
2023-09-16,452,25.874828785560098,2
2023-09-17,175,54.853099546553175,1
2023-09-18,179,47.70329045540931,4
2023-09-19,102,92.33613109612901,3
2023-09-20,221,42.61545092049698,2
2023-09-21,267,62.25295152502391,4
2023-09-22,209,66.90378591275774,1
2023-09-23,247,11.178501092950027,3
2023-09-24,465,69.71836348150396,2
2023-09-25,296,26.02323701827763,2
2023-09-26,373,96.49632857225096,4
2023-09-27,488,23.379645497780167,3
2023-09-28,252,47.316171135432135,3
2023-09-29,233,17.681470127077947,3
2023-09-30,172,99.71868266613527,3
2023-10-01,450,55.19755092981183,1
2023-10-02,304,63.58465155880394,3
2023-10-03,343,16.036882964958473,2
2023-10-04,329,77.496442335926,2
2023-10-05,374,28.891503378602717,1
2023-10-06,421,90.82488604966424,2
2023-10-07,147,28.462567643380645,2
2023-10-08,247,27.16189485972999,3
2023-10-09,444,13.28947010632854,2
2023-10-10,289,52.48602505989993,1
2023-10-11,193,60.83570199363548,3
2023-10-12,146,15.913777548551714,4
2023-10-13,250,79.79748550255096,3
2023-10-14,173,50.795995127322485,1
2023-10-15,236,57.195124239482205,3
2023-10-16,375,49.668647224440534,3
2023-10-17,398,46.06867547877934,1
2023-10-18,308,60.36762981773961,3
2023-10-19,197,23.971622133764125,1
2023-10-20,301,26.3735317445744,1
2023-10-21,492,87.56070589121656,4
2023-10-22,469,95.15039159202695,2
2023-10-23,452,43.597838465177766,2
2023-10-24,395,34.367020582919835,3
2023-10-25,196,67.95995889151142,3
2023-10-26,197,46.78607539882868,4
2023-10-27,401,12.284772009431038,4
2023-10-28,248,24.053733762957133,4
2023-10-29,357,74.43750059626578,1
2023-10-30,466,69.30315477191363,4
2023-10-31,473,12.438639325313513,4
2023-11-01,177,29.97749457396545,3
2023-11-02,88,30.796731692926425,4
2023-11-03,387,70.47034692388556,1
2023-11-04,409,11.773948397892774,1
2023-11-05,178,19.369772378611646,3
2023-11-06,316,81.99244768358705,4
2023-11-07,490,26.069019584890025,4
2023-11-08,483,68.74714970666872,1
2023-11-09,200,31.436450294205386,4
2023-11-10,464,18.949725348341065,4
2023-11-11,347,31.88549718995087,4
2023-11-12,148,75.00402386700932,2
2023-11-13,312,87.01268212956572,3
2023-11-14,301,84.71978781102925,2
2023-11-15,193,45.74651766566093,3
2023-11-16,395,70.12766229135815,1
2023-11-17,161,28.448586587423886,4
2023-11-18,109,36.383295723491194,3
2023-11-19,418,90.67022366690078,2
2023-11-20,51,11.170173115966243,4
2023-11-21,434,17.695767776902127,1
2023-11-22,353,28.70976296314246,3
2023-11-23,303,12.387898348643773,3
2023-11-24,189,26.329189158081757,3
2023-11-25,86,62.473740487272295,4
2023-11-26,209,47.92820955332481,2
2023-11-27,58,90.34045399692774,2
2023-11-28,282,83.56992055645968,3
2023-11-29,148,40.76356165280884,1
2023-11-30,196,33.34810900881632,1
2023-12-01,353,44.17231673505402,2
2023-12-02,257,63.1265448263327,1
2023-12-03,180,34.125727674058865,2
2023-12-04,453,66.17340170642206,3
2023-12-05,201,46.84704869721164,2
2023-12-06,103,59.68424627667822,2
2023-12-07,169,49.2513876221785,3
2023-12-08,210,36.50191835877259,1
2023-12-09,457,95.3607976265941,2
2023-12-10,165,78.72452147437848,2
2023-12-11,124,22.61018581898073,3
2023-12-12,162,88.16211783081215,1
2023-12-13,469,53.86880784245623,2
2023-12-14,471,90.50970042046822,3
2023-12-15,153,81.98697303525837,2
2023-12-16,389,48.26921540223101,4
2023-12-17,303,12.022237748810566,3
2023-12-18,276,34.180962344645145,1
2023-12-19,161,58.747079319478026,1
2023-12-20,148,67.01303978435325,1
2023-12-21,202,33.20989168898821,1
2023-12-22,398,22.54204666655417,2
2023-12-23,451,85.14372131193691,2
2023-12-24,433,98.5961962633197,1
2023-12-25,415,57.312116407241724,1
2023-12-26,387,25.451135726347317,1
2023-12-27,243,34.50765938674321,2
2023-12-28,359,11.655160889272006,1
2023-12-29,212,92.28689259044491,1
2023-12-30,257,20.597597460112702,4
2023-12-31,494,61.88648279628282,4
2024-01-01,218,34.66496986184854,1
2024-01-02,210,59.87602022642141,3
2024-01-03,117,68.62783495166778,1
2024-01-04,338,84.67676233364814,4
2024-01-05,447,28.577914458454288,3
2024-01-06,326,10.989624579263243,3
2024-01-07,353,22.319706706192655,1
2024-01-08,453,91.00167776632946,4
2024-01-09,433,88.65010698062638,4
2024-01-10,441,63.76717919532775,3
2024-01-11,184,64.0465174390288,1
2024-01-12,244,69.853300709163,2
2024-01-13,450,25.783415076110465,2
2024-01-14,177,92.29707513324638,4
2024-01-15,82,47.68934724028658,2
2024-01-16,225,44.48246754245477,4
2024-01-17,492,56.70259347545538,4
2024-01-18,420,14.226937009754954,4
2024-01-19,424,24.965503188047148,2
2024-01-20,71,76.42302547837333,4
2024-01-21,287,17.45188011326138,3
2024-01-22,207,64.28368985197494,1
2024-01-23,87,32.081419871318886,1
2024-01-24,279,45.036605263777886,4
2024-01-25,414,35.98243630936299,1
2024-01-26,100,42.01054448184542,2
2024-01-27,487,74.71413146658209,2
2024-01-28,313,36.74095440608575,1
2024-01-29,332,60.976417626720746,2
2024-01-30,76,52.84453619791897,1
2024-01-31,275,69.73040488263834,1
2024-02-01,326,94.31467653922822,1
2024-02-02,335,75.93148874892253,4
2024-02-03,146,29.34463407316811,1
2024-02-04,333,12.80648215551562,4
2024-02-05,416,33.60376398698426,1
2024-02-06,497,63.55701376302294,1
2024-02-07,366,14.628323213582531,1
2024-02-08,353,54.67296224811127,2
2024-02-09,196,63.71585640252003,4
2024-02-10,53,40.08195017352647,4
2024-02-11,84,79.38209833712398,1
2024-02-12,241,19.593842782039463,1
2024-02-13,98,16.762400356222788,2
2024-02-14,66,75.5369880583243,2
2024-02-15,221,54.59421845855786,2
2024-02-16,269,71.95621567849625,4
2024-02-17,207,49.13446047433716,4
2024-02-18,95,32.17618299151961,4
2024-02-19,422,83.71920859067798,1
2024-02-20,55,81.94742910720814,4
2024-02-21,148,72.52268237689842,3
2024-02-22,429,34.49306235069665,3
2024-02-23,282,63.12076001821784,2
2024-02-24,86,42.48765072460241,4
2024-02-25,329,18.242386599397072,3
2024-02-26,398,92.55822179160185,2
2024-02-27,351,22.313676782706526,4
2024-02-28,230,95.52136184387221,1
2024-02-29,144,50.140519566216014,3
2024-03-01,148,26.66196359547577,1
2024-03-02,237,58.77108526405223,4
2024-03-03,165,88.56512522887675,3
2024-03-04,240,75.9002397768605,4
2024-03-05,302,82.59050330753047,1
2024-03-06,465,69.29050300396456,3
2024-03-07,210,72.30489080660672,1
2024-03-08,305,86.42760864087873,4
2024-03-09,372,32.470120797326736,4
2024-03-10,177,54.04824672788264,1
2024-03-11,67,29.908849763764202,3
2024-03-12,330,98.89012071969823,1
2024-03-13,272,94.9653405717952,4
2024-03-14,103,13.54841302316553,1
2024-03-15,107,73.50176552641196,4
2024-03-16,372,93.27234856740992,1
2024-03-17,409,26.25178106146002,3
2024-03-18,223,61.11507074973665,3
2024-03-19,329,92.39394678292376,1
2024-03-20,163,13.055138072721896,1
2024-03-21,337,72.76782405221559,3
2024-03-22,480,36.761410663529574,4
2024-03-23,391,93.19565758388774,3
2024-03-24,200,97.39524206488309,4
2024-03-25,499,94.98398402020905,1
2024-03-26,176,52.67927949917174,1
2024-03-27,204,87.58383858903821,4
2024-03-28,435,86.00944586815633,1
2024-03-29,322,38.71904259189301,4
2024-03-30,153,84.60239267356096,2
2024-03-31,466,13.330687124394336,3
2024-04-01,442,63.66428906338477,2
2024-04-02,348,30.700795355893273,4
2024-04-03,295,20.851019719955094,3
2024-04-04,225,16.925788146628825,4
2024-04-05,88,72.66598982903258,3
2024-04-06,219,40.58874673912595,3
2024-04-07,296,75.22900943758853,3
2024-04-08,75,15.882070671904813,3
2024-04-09,404,38.37613040475493,4
2024-04-10,355,58.55421631378035,3
2024-04-11,458,81.16508483550672,3
2024-04-12,457,38.68772526388629,2
2024-04-13,62,66.33022387933082,1
2024-04-14,365,89.73799734125684,1
2024-04-15,440,65.42768693640741,2
2024-04-16,362,30.96635272782704,2
2024-04-17,85,12.196070340088422,4
2024-04-18,222,88.3088986510837,4
2024-04-19,69,11.914246976534843,4
2024-04-20,370,88.72315054157795,2
2024-04-21,313,57.60434206244908,2
2024-04-22,449,94.51609286616066,3
2024-04-23,191,81.89049121962988,4
2024-04-24,420,99.81406994800037,4
2024-04-25,192,41.564063390653914,4
2024-04-26,141,79.04694600380142,1
2024-04-27,403,46.1737822248318,3
2024-04-28,371,53.18880582735179,4
2024-04-29,337,66.47549168965331,4
2024-04-30,264,88.63094027677049,4
2024-05-01,496,98.56751222793656,1
2024-05-02,391,79.14460724780663,1
2024-05-03,100,47.59901039506004,2
2024-05-04,202,47.922130204936316,3
2024-05-05,235,76.38240714300024,2
2024-05-06,112,31.48994311914721,3
2024-05-07,239,19.94267018182552,1
2024-05-08,174,41.91599418766989,4
2024-05-09,199,35.85150924886736,2
2024-05-10,363,36.66773084103911,4
2024-05-11,107,31.024697594491894,2
2024-05-12,391,13.78838706727257,1
2024-05-13,354,11.608654126007243,1
2024-05-14,229,98.89501507624284,1
2024-05-15,219,48.49958203622761,2
2024-05-16,375,44.58939824437135,3
2024-05-17,320,71.16825544237628,2
2024-05-18,103,29.642849907855776,3
2024-05-19,493,95.49650655552028,2
2024-05-20,150,80.77105129739968,2
2024-05-21,313,18.046990208103356,1
2024-05-22,102,47.58226982064355,4
2024-05-23,109,89.12064768059483,4
2024-05-24,157,95.02588200622692,3
2024-05-25,54,52.06613601248827,4
2024-05-26,152,65.2070250289637,2
2024-05-27,245,25.03305514828677,2
2024-05-28,311,99.20517635232788,1
2024-05-29,414,30.850453124509905,1
2024-05-30,421,94.84585967216131,4
2024-05-31,399,68.46819840931316,3
2024-06-01,96,64.69631153909732,4
2024-06-02,404,56.141965991485776,4
2024-06-03,360,30.760283054598283,4
2024-06-04,473,25.887522880495744,4
2024-06-05,357,29.84375881631578,2
2024-06-06,193,26.779443592982908,3
2024-06-07,318,80.16260262100779,2
2024-06-08,419,41.51127332500571,3
2024-06-09,173,15.205840890705673,1
2024-06-10,155,97.21923671267302,4
2024-06-11,207,89.54072964670831,2
2024-06-12,196,93.49770548756916,3
2024-06-13,194,99.54170403817918,1
2024-06-14,169,25.650572429753858,1
2024-06-15,368,45.661781701239285,4
2024-06-16,324,78.24146281336822,3
2024-06-17,141,72.6418556248413,2
2024-06-18,107,23.850631570586955,4
2024-06-19,488,83.42498124915559,2
2024-06-20,395,30.19965146529946,1
2024-06-21,278,30.14358533403608,2
2024-06-22,166,58.32769806040722,2
2024-06-23,367,63.364594135753286,4
2024-06-24,328,62.20775870540301,2
2024-06-25,176,18.233815365797938,4
2024-06-26,442,88.97147763673424,1
2024-06-27,445,33.90400383298355,4
2024-06-28,178,21.656342915452377,4
2024-06-29,107,89.98732718820794,3
2024-06-30,171,96.0086348406778,2
2024-07-01,50,87.59148555389055,1
2024-07-02,288,82.85644672523902,4
2024-07-03,339,68.97177825751196,1
2024-07-04,145,59.57716335482254,3
2024-07-05,175,17.828808392026914,2
2024-07-06,167,46.760789176362884,4
2024-07-07,97,43.54196653110826,2
2024-07-08,138,33.37784053842935,3
2024-07-09,286,75.10781023197265,3
2024-07-10,422,54.628816157089375,1
2024-07-11,434,17.294159431688314,4
2024-07-12,321,29.81648817548302,1
2024-07-13,238,71.49328872936363,3
2024-07-14,241,16.851777354127016,2
2024-07-15,496,86.60862226438918,1
2024-07-16,118,54.56318743125769,1
2024-07-17,327,53.25279195939832,2
2024-07-18,398,63.31670061935658,1
2024-07-19,296,84.22128693326343,2
2024-07-20,125,41.30282871119738,4
2024-07-21,203,71.02145373031573,2
2024-07-22,193,60.9158767596212,4
2024-07-23,484,34.03254431524792,2
2024-07-24,135,89.07669877196422,3
2024-07-25,234,81.76834194462353,3
2024-07-26,334,69.26066511925829,4
2024-07-27,269,86.55235561848177,4
2024-07-28,118,88.05647808638221,3
2024-07-29,96,73.75266790435313,4
2024-07-30,143,85.33119955273048,2
2024-07-31,287,72.77243155023552,2
2024-08-01,495,71.21266945842703,3
2024-08-02,253,65.67502403936659,1
2024-08-03,449,77.74449756018771,2
2024-08-04,267,24.274459476376634,4
2024-08-05,481,89.27836832790356,1
2024-08-06,390,88.46591749707088,1
2024-08-07,88,12.632255473110323,2
2024-08-08,149,84.32350755082864,2
2024-08-09,338,21.598288072610067,1
2024-08-10,303,40.16069688332277,1
2024-08-11,271,76.9157430662447,3
2024-08-12,406,24.46839064434774,4
2024-08-13,72,83.6170321707156,3
2024-08-14,299,84.89207601619677,2
2024-08-15,59,55.67209603847526,3
2024-08-16,295,10.574728454515022,3
2024-08-17,374,35.83343198574215,3
2024-08-18,149,65.5234226538168,3
2024-08-19,339,98.30675602246811,4
2024-08-20,229,66.86321743150015,4
2024-08-21,272,33.38232229577439,1
2024-08-22,443,67.06051327896502,2
2024-08-23,299,58.59868417442699,3
2024-08-24,196,80.18608556360293,1
2024-08-25,491,19.628257494426258,1
2024-08-26,145,78.49251122518253,1
2024-08-27,306,58.71399208084993,4
2024-08-28,374,96.66928034730952,3
2024-08-29,53,40.76849494348175,3
2024-08-30,65,66.93597038205533,2
2024-08-31,329,93.88252949590157,3
2024-09-01,385,19.225875519161132,3
2024-09-02,296,94.3505638512806,1
2024-09-03,307,71.9097150070732,2
2024-09-04,433,16.10533531946547,3
2024-09-05,209,37.086721025213464,4
2024-09-06,389,73.73548797807534,3
2024-09-07,201,16.061554132189453,1
2024-09-08,445,62.39534141586459,4
2024-09-09,227,41.129475125766106,1
2024-09-10,212,65.88239659907293,3
2024-09-11,429,14.116783043126157,4
2024-09-12,82,88.43831255371387,2
2024-09-13,466,97.61400722596572,2
2024-09-14,494,97.19900697571224,4
2024-09-15,228,77.46866485686323,4
2024-09-16,476,21.70776161175688,1
2024-09-17,150,78.24368763361203,4
2024-09-18,317,12.212822481292136,1
2024-09-19,372,11.991119637609753,3
2024-09-20,114,39.12491972345872,1
2024-09-21,466,53.977887136419916,4
2024-09-22,217,79.33666760270138,4
2024-09-23,379,71.49658389458547,3
2024-09-24,92,50.13124357390735,4
2024-09-25,93,34.62639996534993,4
2024-09-26,334,99.74120501419401,2
2024-09-27,446,48.356317201237566,2
2024-09-28,61,50.62483218967079,3
2024-09-29,144,24.726143907250226,1
2024-09-30,351,81.53285938749364,2
2024-10-01,435,72.43140032033398,1
2024-10-02,302,29.869265150988436,4
2024-10-03,291,17.414294105425842,2
2024-10-04,84,71.24493718672417,3
2024-10-05,264,68.90600928530216,3
2024-10-06,386,34.59335742983884,3
2024-10-07,139,95.57772060253693,2
2024-10-08,313,23.59521026028102,1
2024-10-09,142,48.91013209383417,4
2024-10-10,459,94.9254328150839,1
2024-10-11,139,47.775458523351006,1
2024-10-12,467,67.4673352897677,4
2024-10-13,164,45.78349581665149,4
2024-10-14,154,34.67936821138031,2
2024-10-15,440,98.55798831638454,2
2024-10-16,245,46.84006056835387,2
2024-10-17,363,90.4689283311221,2
2024-10-18,163,30.695914530197758,2
2024-10-19,124,29.1794233622575,4
2024-10-20,462,12.802067459606022,1
2024-10-21,425,68.65001428382965,2
2024-10-22,469,43.1673709351385,2
2024-10-23,266,87.79224248556733,1
2024-10-24,326,52.588891602240146,2
2024-10-25,298,97.13740851232495,1
2024-10-26,213,26.697296413280903,1
2024-10-27,443,88.17608511600497,4
2024-10-28,406,79.89371675125676,3
2024-10-29,457,79.38296601796468,4
2024-10-30,241,86.03049053051988,3
2024-10-31,276,78.4921591848699,3
2024-11-01,226,66.35982894682738,3
2024-11-02,148,21.81203899141488,2
2024-11-03,85,12.927356154212672,4
2024-11-04,145,92.87630630341182,3
2024-11-05,201,65.49852830686643,1
2024-11-06,200,81.68835618785587,2
2024-11-07,239,53.3370116361295,4
2024-11-08,273,20.557737006615504,3
2024-11-09,86,21.26672129822954,1
2024-11-10,317,71.70087585060742,4
2024-11-11,418,48.72753054095164,4
2024-11-12,232,28.047225403030303,2
2024-11-13,62,54.24350920672932,4
2024-11-14,328,15.778804336762068,2
2024-11-15,266,62.37742617229589,3
2024-11-16,404,34.209406399158794,2
2024-11-17,410,81.78031905734693,1
2024-11-18,335,37.932576303121635,2
2024-11-19,322,50.969813417362104,1
2024-11-20,418,11.045848591729058,2
2024-11-21,111,16.5202199015103,4
2024-11-22,133,45.32442007660163,3
2024-11-23,417,53.19449512454111,1
2024-11-24,266,64.00184933073734,2
2024-11-25,391,36.24963208383729,2
2024-11-26,446,72.54836975138883,2
2024-11-27,236,87.41101574702842,4
2024-11-28,68,80.18658900040148,4
2024-11-29,226,13.565694281352144,1
2024-11-30,149,53.24562525320461,1
2024-12-01,445,19.44371605763574,4
2024-12-02,494,31.78405142762747,1
2024-12-03,282,98.79963339404318,3
2024-12-04,452,22.824598861136188,3
2024-12-05,125,54.899933810622045,4
2024-12-06,314,65.63401608863072,1
2024-12-07,333,73.22184734896936,2
2024-12-08,255,60.36838151382227,3
2024-12-09,272,10.87937626772653,4
2024-12-10,433,39.38151774195927,1
2024-12-11,101,56.59404790462403,4
2024-12-12,388,17.907984923035002,2
2024-12-13,416,41.55642380882627,3
2024-12-14,193,12.98827979122299,4
2024-12-15,422,17.072064743951866,4
2024-12-16,118,45.72309485814365,4
2024-12-17,148,21.94441786387543,2
2024-12-18,445,61.07867634354023,4
2024-12-19,74,72.05184722235391,2
2024-12-20,485,82.05280291981745,2
2024-12-21,428,28.01352198203291,2
2024-12-22,102,25.07343240331628,3
2024-12-23,200,19.411105630096024,3
2024-12-24,193,67.2787224589273,4
2024-12-25,106,73.5828153838211,4
2024-12-26,88,12.842753034307783,3
2024-12-27,158,94.25910216193208,1
2024-12-28,230,14.677415528632517,3
2024-12-29,91,58.71667017709634,2
2024-12-30,235,73.81544675058248,3
2024-12-31,472,88.3872211371477,2
2025-01-01,447,74.2678238919185,4
2025-01-02,272,82.15552747628126,1
2025-01-03,171,40.55051732885255,4
2025-01-04,182,83.3342602371861,2
