Competitor_Sales,Advertising_Spend,Price,Customer_Rating,Product_Availability,Market_Share
2481,21914.035776088353,46.358008869389344,1.759261211888624,1,21.68530953807766
2163,43956.60351526002,58.829122305588065,3.328732920370359,0,47.917849864280576
2029,21457.798117366714,81.25299896080165,1.8177622957981874,1,9.266335347275948
2538,23635.199678203793,59.39547910480528,3.078817051577937,1,16.884319038529025
3802,49526.72435374708,65.16101447757543,1.296168871649392,1,43.378488916544086
2737,1011.6386552183444,30.353234643094666,3.4219306768576185,1,0.30337175688566465
1806,10088.172569259401,86.22268552797038,3.0671597565126327,1,7.225443704440625
4529,19814.23060606656,48.576749227342816,3.9606454750458524,0,25.305593109934666
3175,46696.90556183739,22.686366476959236,3.52280188463514,0,58.41968792276473
1782,4431.45558162608,69.77691230548757,3.1984250741230267,1,7.906056198271332
1209,1464.7862477964056,29.448140786677676,3.7591153969924846,0,1.066819404668836
4913,3581.507962884201,18.780625921536977,1.5757676542889234,1,2.9801602895693855
4248,5338.627120067289,87.5788217563845,3.3814386450344163,0,0.10889637824959975
1163,2842.2418871067825,51.41460380395957,1.6884424112911107,1,-4.0051380657687
2498,24509.285015968733,77.43553414261987,4.702088831407524,1,19.949033701132628
3945,29457.10315413906,36.15288038257196,1.2733364193824168,1,36.7100498932694
4243,14312.6615823812,80.82731214258997,2.721498998763173,0,11.7261395818118
1995,20516.081814806144,20.074233431937728,3.7831899106217795,0,24.953887259832193
3804,5493.267420460076,42.03760364153675,2.832088846673035,1,9.374972582623979
4263,17482.152727592682,98.02556361761756,1.3683810129316094,1,13.085088910402007
2353,26603.440390091633,81.45907447312055,3.2135160645068295,0,30.478693340325346
1791,36881.31855204761,54.75303372832194,3.566527635309418,0,34.82076238300042
4081,1163.971740105982,40.57997244056966,3.8151692439620306,0,6.749924068337178
3957,23898.227560344978,88.4922130020229,2.4930392578510356,0,15.479214894090614
2136,15553.140946289228,59.03629831760641,3.254639884115049,0,15.208001164065047
4196,42788.269262903166,78.25825160822,2.8027458997556525,1,40.85164873740274
3499,36062.112446477855,77.86969122845477,3.6882241550090136,0,36.424011612245714
3652,29866.31818907385,11.615111071164264,3.334227869299274,1,35.92486834979192
1198,14586.016639141906,21.36284045133521,3.1030248782365395,1,22.66493726320606
2660,45606.61600081918,69.3666429755268,1.9980974673529945,0,39.681204683093625
4597,3209.9331837958357,24.545783015728432,1.0080740709929357,0,3.6798743887262217
1354,6363.912335276643,32.99440101900442,1.696326701245717,1,2.6626014382656353
3974,20189.876886477447,95.19741587796464,1.4682641656966746,0,28.210426459503736
2207,7097.440307545961,60.41640325374207,2.796338980043787,1,2.0841563534411796
3277,47864.36918041183,77.56565562994125,3.4490326030473786,0,43.502605551789685
2233,40101.476785025785,60.218266490437586,1.8523400347392327,0,42.19757059052609
4010,13690.149928488869,59.72622533044527,4.7562283838687485,0,15.082658445676048
702,29839.157219689023,18.473671911312813,1.0267285168955511,1,34.46047770085399
3755,49134.195238923996,40.92968733481928,4.0892040606613715,0,53.98474759539424
4718,44325.74992844364,35.418780881786056,3.500819078121769,1,45.769563663739625
4996,30439.123875667705,45.16555290522519,2.4942192041907276,0,27.147230247902755
1266,45282.47439158825,81.85097694018954,1.2019557776496317,1,35.5571054446842
4889,49470.06058085459,43.47394011251784,3.5099462871371174,0,50.18095413131333
2827,37424.288321787586,50.652713730851445,2.542454051462592,1,36.571943459903636
3431,4184.334064661807,45.764325143678484,4.745068557652877,1,4.938632448480342
697,20677.431584848884,18.406717477776603,3.1679602995590637,1,24.626518285256626
2430,42053.46102887903,49.69649424257054,4.758606045174033,1,41.13044723163
4082,12297.890594445931,27.604834574006354,1.8819347738932164,1,17.080782767813492
1108,41701.4833697806,26.80509661957373,3.902903641456413,1,51.56359298803588
3772,6896.599339714801,18.46324939908397,3.4689960833949027,0,8.466640615553553
1647,3300.322500242837,42.10038767275883,3.9576329193252473,1,3.204684296041347
4782,19820.43996307123,78.17336963104756,1.8586714558901472,1,16.61002994679613
3897,2799.8649339040676,34.879752152505645,3.659978064951095,1,12.958676313713518
3011,47906.242886182954,38.11141916969622,2.992161572227476,0,57.512742434934154
2294,41484.07909390433,67.84071919051812,3.971299899625265,0,35.62889335792171
1159,40237.71466936388,27.625673132822698,2.308178576607271,0,47.123028657553775
3311,31859.1182268115,90.72621373811809,4.560228101861011,1,31.599186367045736
1869,11599.877128791122,56.8171470926399,1.3372052584454015,0,8.381624434115263
2486,26394.757967143218,50.28426462881953,4.228757275164752,0,32.34740788284357
646,30266.42954908671,60.203817273628125,4.445278503260363,1,30.731817476164057
3719,26726.54354215314,24.943088207457592,4.269009245467284,1,38.25375637288348
3411,13751.435029624838,65.21258247752587,3.050905577047104,0,20.451799294815494
2234,26247.148291421567,42.67906629706094,2.7535399201230453,1,34.79274288963775
2343,25068.130702562703,90.74677068681571,4.985049146099508,1,16.743977984753748
988,49820.45301452949,25.196878600991752,1.9166878048566485,1,49.98585442050147
3476,44974.37125426399,55.6345993478897,3.1875038635041784,1,36.1097661224446
2459,23705.656662565376,63.83013664321162,3.682702101529302,0,20.861646891586105
2885,31523.931763820816,13.00452416077431,3.803470543445728,1,25.84292607898655
3419,37645.708600519196,42.732381228052624,1.8160986629543148,0,39.25600097681999
2302,2708.392851457421,75.93717112307495,3.615976369359205,0,3.4431766557692067
4561,44851.15062016415,83.8339756704076,4.273478265925349,0,42.851704052190264
3869,43146.214004478265,38.18457953355541,1.2000743072844489,0,37.77216411294012
762,23414.172790911656,81.87339451444761,4.646085173301266,1,26.08916180783778
1123,20167.31853793861,97.098028939305,1.1180162205808237,1,7.6364377283142755
1516,14375.009367959432,87.11865424675847,2.4238841299535774,1,5.113601629354109
4143,24357.16458818805,20.58795893433927,1.0632527849318483,0,18.412793254944276
2549,3174.4565131286017,76.57572988769866,1.3085806741583275,0,-2.8851597810178538
4223,42757.48313400338,38.77001491964903,4.644673140720316,0,45.25829007581529
3608,2735.6960525087084,98.9574390470869,2.4194433229845913,1,-4.242351298549151
4590,17123.51690312368,53.68230848438984,2.6990861217002116,0,19.762501998178777
2556,46647.884927630505,21.019050852304694,1.8613775255302105,1,53.08521791775796
3670,37025.42007164918,75.26669932246517,3.388383080746879,1,43.52792022537585
2182,14788.157068298811,39.071007854759245,3.3792128587111585,1,17.94016689008666
2755,13379.805604083369,99.73703413734955,2.488801567300877,1,10.121650837764015
1654,1249.0248510832723,98.18042120690697,2.3321394872215935,0,-2.9605065095096683
4999,35090.00034963776,69.05206162185226,4.539857232722351,1,28.893580158827724
3691,3390.3955019854816,21.684380405654583,2.5331369585688055,0,4.4397460987022
2196,27097.52345063734,71.81748979075262,2.974003968617633,1,24.038291295094027
4491,48143.97665701044,18.37274378140245,2.1332190496997225,0,48.01907624942159
2148,6363.97414266824,12.64277431921531,4.1470780134285095,0,13.189156094509539
1945,44829.51661743531,84.06626015993375,2.5897926275963665,1,40.50507309056302
4699,49582.29142210736,28.877765291531322,3.054444186177298,1,47.87176944568354
4423,4014.3342857225175,44.112441359718765,2.0134286802386456,1,2.8748177409926674
753,44262.407187735604,97.61116509785559,4.950638369365008,0,41.20731543125491
3683,26287.872001737214,40.3156451674993,2.1659829636948915,1,13.492059777792601
3057,45419.172252784425,36.68408031549838,4.082970123622207,1,42.931359866926684
598,28994.62815405913,92.63871996604976,2.7099826014270367,0,25.59529298937362
2700,33443.48849522167,19.96736007870623,1.8248696203365595,1,40.55594829879471
3461,27645.166491872562,78.36241691031687,4.198875055859444,0,16.070658624168438
4933,43360.15113506008,98.92590099874965,2.3344271561161727,1,33.78445717864918
4277,36961.586028731384,91.11664096971839,4.460773389591244,0,38.92873788091583
3369,26541.75529684033,68.65011268357833,4.661028739671292,0,33.38977882659092
3734,43539.8793985258,38.265471549345875,4.439295341565104,1,46.49135511884133
4291,13018.991080511394,32.8889783060485,1.1400316592272226,0,8.596244776255645
1456,8709.692325423774,83.73295943843151,4.149493380020422,1,14.733936891072434
4567,8859.605161173533,89.18397225565258,2.6453578659965755,1,9.21238719759427
660,17366.435058516654,57.289142129112356,4.4948916807289,0,24.920396197443296
4993,12695.811533749858,31.990594670781952,3.551817050738955,1,14.260066155695846
1800,46574.427174977194,20.16488875700562,4.334572536575834,0,58.795554560846696
4487,6185.870597600616,17.846152104864807,2.9977270794673414,0,0.6713658817302601
2027,35250.5461639398,74.71697026184701,3.1401020183957313,0,39.71520363284162
1718,10271.855449465289,47.81068550629525,1.577550528534669,0,8.313227188695652
4996,44200.219505747154,91.48238868500833,4.135949434757421,0,43.96855046300024
3604,48104.44912106046,76.57041706540873,2.6775584466678866,0,41.07626101746798
3235,23808.030429729195,27.213437612312802,3.0003204730863304,0,18.017195874129825
1454,44074.50253117845,65.23996769341292,4.14039085638283,0,46.36980821356146
3946,1252.1133669810235,49.19549089583434,3.395381600317756,1,5.880300225990087
1545,41177.398952996904,61.95247576917518,1.8043949097706697,1,42.10440311971455
2193,12202.632914721253,76.42622110046655,3.360930636603571,0,14.255765057004671
3936,45526.36415419903,82.55762929034117,2.630531431918623,1,44.37247256426945
1062,1054.8854625253648,85.93635937660518,2.8781021681754506,1,-6.401478319749054
2985,28252.90501694809,32.85773871148223,1.1132450976106711,1,31.031001703621374
3854,38075.1543854618,12.800403992562192,1.8401173980651264,1,35.29723704495919
725,13675.72820419749,76.53652616482958,2.124152325524113,1,15.805701419088432
1459,10463.51036477736,19.570935363019714,3.851840031435223,1,15.79018754731497
3567,5120.812998931247,38.34276297516709,1.0459698931924613,0,3.1249303884720425
1315,16995.245248661355,10.343542071191242,2.635109044916528,1,25.560742222900796
3620,28432.371303132644,71.3502534161458,4.696107481702931,1,35.69690405259462
516,6676.3489822326255,25.04188103240991,1.4475224661964954,1,10.920399206135318
1743,19458.07273735314,68.97541687224924,3.065697552874444,1,14.589636908098761
2705,1444.5478279835233,99.2568355451055,4.146089529563389,0,3.6243910847925114
3024,41115.291604492246,16.540378444901464,4.770125230080467,0,44.927556170310794
1569,7293.987186566376,16.937021075631463,3.987106558134872,0,17.51400520391127
3944,14883.804465013498,40.63420834000074,3.8822621945776246,0,11.45909203985735
3065,1902.958218172656,87.97478628262078,4.305952360783049,1,1.2489840017848532
1560,22179.798410733103,29.397688191219867,2.7848048839101747,0,20.70518366190311
2827,42165.95363431972,42.43400379373128,4.223378130471332,0,50.71898777812939
3920,20215.409360814632,16.16548659642816,1.0318576189818045,0,26.238409809580492
801,9795.368847767837,78.68397621330004,4.6982442215072195,0,12.318442238411933
4776,37931.24286847544,46.7475708483506,2.7732260380687013,1,39.63348357946722
1106,39651.54211166647,78.33238597547586,3.2135207514629904,0,41.76623062945055
3670,9513.920290070773,91.32470599121156,2.0195289956595293,1,10.026082082014264
1199,38771.8513185085,30.948683239115987,3.9701233313616857,0,43.80378553063109
1639,47417.59652456056,82.66564273059562,1.3065432259009953,1,39.26574207856309
690,9152.501759681345,15.318450107042795,4.490543210187341,1,19.838080601554186
2800,38778.230334074644,90.89626493622227,4.312467316025371,0,29.019901617034805
1480,35720.02822552884,68.56916928028727,1.8642404649790656,0,37.13984992525238
3475,24205.120533319336,88.68040517245164,4.237297593141049,0,20.260740455147708
1684,3838.1025673811164,10.016955960092371,4.145430932245926,0,9.926129504501487
3827,4660.026470134847,25.217296332039325,3.528866391015796,1,13.77628623455406
3894,42768.318300733736,45.078344868384285,2.49408070759875,1,41.171097647144364
627,49517.270264781706,44.15526130372467,2.0859950167274715,0,52.51077856073819
2565,34126.56060215097,30.40573446311596,1.9271343611574,0,40.63479964852624
2316,22851.95704350575,44.34507458804801,2.2744358510544287,1,23.516486737047337
1069,32731.10852669347,21.596384080022936,4.614233773730121,0,41.357178445274975
2395,30125.39710219872,47.148501633942345,1.310563103955125,1,27.43449377699614
3233,19797.000759875467,82.21188962433378,4.315485105011835,0,20.78477199278436
4363,4215.681084126634,53.11630567930161,2.3955603001672943,1,-1.8868527832190978
4514,41254.134422964606,11.620008005069348,3.0863975840454327,1,44.796238357758156
3401,19219.842932697506,47.929963742132266,4.177942534593963,1,16.341703592759607
2186,41120.49652449759,12.445751448175974,4.537506188091886,1,44.45709763322677
3509,13372.928734730729,96.96190696361184,2.379125680290588,1,-1.5797557044100916
654,1050.4445124360363,21.470856348058206,2.8473739251004413,0,5.917747495355532
3037,8787.975880561069,73.69194936975569,2.658064259267169,1,15.192920289006905
1909,23958.431421660633,97.54986906028772,1.0530041340156422,0,14.02892410796029
4557,47270.878112933664,84.34351464999146,2.1837715554346264,1,48.029737711665675
1284,6007.48736499223,72.93838376135832,2.8367569349302473,1,10.015626938801473
3675,42856.27894861673,85.55148185506903,2.644374435521759,0,33.594193462411994
4841,26824.18071438124,98.36188239345648,3.887716910062718,0,19.84445670670691
3306,41470.11752419493,65.92100475281767,2.539214468884413,0,44.91043642844303
1037,15620.347118509639,60.32663261463938,2.957505795882681,0,15.040988633851798
2341,42157.41106895112,66.54142994169533,2.7184343685294534,1,34.486192481087535
2955,38868.31622082342,57.940829808539945,3.962504595577482,0,37.81494449648136
1024,12272.630468540263,67.15801953187469,4.451889595947851,1,16.558908931308824
3450,7435.421194059525,50.48579871753033,3.1275563160300566,0,4.672270583842435
4631,43534.66180408235,29.65988645949764,4.157728776780765,0,35.011446384522145
4615,48198.59601856646,20.822250386050808,2.1871467280794024,1,48.880598550081004
2868,2533.813373628296,16.150684197903438,3.165478440629075,1,6.044735865820122
4347,36832.23328171059,33.69842053778801,2.38091981467989,0,38.2703630280132
4995,45566.701036443104,14.151120790216044,2.656803702287321,1,55.75961322844379
3201,43010.64451253243,61.045370192744706,3.9296554592506743,1,45.03303240125454
1471,48261.50314124022,35.54456023211682,4.526649929330851,1,54.975033748818774
1666,38244.60984346676,84.20813272783289,1.4859815643510617,1,38.07344456763269
3274,22672.639356664604,16.68167856895478,3.538557025949522,1,28.13330563084698
2482,16285.647534261392,30.371634490733733,3.328575230311194,1,30.588238272260924
1353,16716.394281468245,75.72215323811314,1.4736601567037275,1,5.772957801169376
4646,36496.71095809173,63.89274667451423,1.8475773217604363,1,29.13185236862196
4236,37546.01358951725,15.804214412425079,2.244009978930721,0,43.523404147490254
4269,10817.59803388692,88.95155114459804,1.6677242832700059,1,11.529459150660323
1074,43538.017861036016,88.95355865435616,1.9749179300973672,0,37.58852287145201
3761,36031.27796991014,39.736720348819645,2.07040319544683,1,31.1453064719748
1648,28574.76403082575,40.63652590146082,2.3426953321562385,1,38.0014500311189
2215,24105.090545023122,99.01255225151564,3.997561811204636,1,18.23711446825927
4354,27618.40748370795,66.35585544338244,3.287648815402403,1,29.253391825839408
2991,8803.04117568396,57.81848685112532,4.944986687805606,0,19.481924922921564
3160,10981.361214537435,85.4336965196732,2.658943307869884,0,5.547852061204777
3624,5467.060029903392,35.676130452158475,4.0154602953477,1,6.8197283890993745
3551,8529.24386989452,48.62643340567212,4.485873685506135,0,9.86990919019126
504,23230.98809565885,34.09990079395008,3.7159139721521677,1,31.760582243441995
1376,26987.36529268455,81.02447619298583,2.647458961669984,1,29.48057412273923
1491,1875.2327314376494,61.60144110716962,4.014378522983012,0,3.9124726254973483
4642,40043.093565337345,69.29425631260635,1.8146685510907394,0,46.158416301606856
4864,15414.230693830415,32.70765248554659,2.3102086607205297,1,16.923715563067454
4965,45679.96571303564,29.82027712395836,3.186741020397155,1,55.533086112274944
1135,48408.05191707511,53.95371660846448,3.3016375491445933,0,47.45594733326315
2193,10087.484859156062,76.38091741835441,1.0885659018905178,1,16.295307589629477
2182,23642.76724751737,57.271578176814415,4.780456755024035,0,35.32718001778256
619,1060.3599231548685,12.938110979110174,3.78650908486956,1,6.699693817340393
1330,30318.03599099892,88.169635568826,2.9828150009275642,1,34.639403479556464
4175,30758.01596487089,15.821820416361842,4.732508937633233,0,45.56075425436126
1869,13129.457824565383,96.0242035348677,2.756382261003314,0,16.805007374548488
1240,28362.220956576697,12.262776244954544,4.921742281081487,0,24.56949621564269
616,12051.466979743036,72.50054105176379,3.0491390289739404,1,14.496448178968715
3338,8880.447984831313,17.39863573406035,1.4571430799919178,1,12.76636441793782
1650,32924.453873310966,91.96089214916256,4.059203889837109,1,34.20213884278619
2431,16970.34773365167,51.79899126029885,3.715590900311362,1,20.313362575234
1512,29922.933005395502,22.377139733531386,4.091946885222347,0,37.10816920005969
2164,22229.090699611126,40.673412981086194,4.805768114902724,1,34.18898715779836
1581,49233.21896274229,24.834220781208586,4.105957210604073,1,57.65907817429643
1012,8329.451490710722,25.3523720401381,3.4453464088665875,1,13.769439323091902
3349,23765.3312351547,95.3297488154298,4.429235609443364,0,28.787732646676538
1059,34342.374691606936,50.07215010563093,3.692985757418126,1,38.81126208793944
4172,20381.709110118463,80.99220375148236,2.6324762273036924,1,20.11528332634451
3843,48760.292741663805,67.56450050599136,4.5424790569670925,0,60.42398634905499
4570,36372.493768419816,70.8783726104553,1.8876018431374915,1,30.887456630901035
1970,33192.20902066016,21.852409462483465,3.858565099634897,1,31.14554658167539
1080,38095.904112949946,31.07660021339371,4.526253819763028,0,44.40256928609062
2794,47679.78326389714,80.80753016389933,3.925266078813185,1,48.52227912991839
3647,45483.11399624737,97.36895858273047,3.7891016762154277,1,46.93206663769112
4749,36489.98009819418,33.640807833878654,4.010553176287344,1,41.68358524069082
2179,37708.920315962874,34.44118882759359,2.8602209932025775,0,43.760839639471456
4006,8150.181627722127,52.56074195298144,4.4966827286281035,1,24.410556291038034
3244,6036.827820140619,98.54562815698941,1.8137459005443648,1,3.8173283999154544
3856,28974.320590364052,34.206305124382396,1.5095456640013571,0,33.45935791118587
4545,1900.01421008646,46.62747186708375,2.142035120474046,0,0.873680225714007
1743,24635.462696027986,90.23320140611561,3.1263095870999726,1,14.938476282079858
3618,11307.129416024562,10.262892935922581,3.0422471816373524,1,4.874776550058282
2641,17954.81181459714,13.57893684897126,4.282395030706347,1,22.568305280434117
3559,39014.43205385485,64.36645093640973,2.6182746256160696,1,24.912477931620415
3459,47120.63770738694,91.66421482415623,2.9373777051660346,0,46.39671676039976
2765,4548.397335170734,31.49709943617349,1.0534707330375825,1,1.5915439355042782
2979,27177.868092845812,52.26775972126381,2.6389569457717563,0,20.662131679886727
2135,44244.1408051604,50.54187714920364,3.5910969318013684,0,47.02651755358589
2257,5042.918187580643,52.56742114859591,1.0620333225063687,1,-1.78291825047523
4952,41401.18829794486,66.02677261567706,2.123527860744975,1,41.29944802612094
2570,18532.266195485296,52.27693866916154,1.8318254371575597,0,20.50635485199678
3349,16782.64040874743,50.2721327190212,1.167941715638353,0,10.582139753179806
3751,48895.8529294245,52.685957838813444,2.91704035965815,1,48.27493195940782
4230,10842.095403252415,63.178069714393736,1.726893172912626,0,9.052553546829394
2989,34966.50310031137,58.33067395162225,3.9723261585255205,1,30.042876954488058
